id,dip_exp,dip_gdbt,label
1749,4.45381,4.2717920263646585,Train
3245,2.6995400000000003,3.3377801726845573,Train
1431,1.91655,5.2268918048671305,Train
5017,1.6669599999999998,1.8969807579166977,Train
1367,4.94988,8.383976591058905,Train
1941,5.90385,4.631001941227302,Train
2928,3.0889599999999997,3.1797451309767863,Train
2137,7.8426,5.873487477250709,Train
326,3.17017,3.4925414601980482,Train
252,2.61865,2.8863026881974005,Train
1452,3.8469900000000004,3.823254167336594,Train
1180,6.05136,4.418273914200011,Train
2162,2.79256,2.5009739868406493,Train
2812,8.602,7.614984405293881,Train
2947,3.44216,3.0033507967939266,Train
3520,6.101319999999999,5.368286692356645,Train
3528,4.1422300000000005,2.886909076127702,Train
3700,3.53954,3.0845370498454154,Train
167,5.3807599999999995,5.933591108088016,Train
1982,2.0962,2.4949831055358294,Train
844,9.12019,6.27039978730459,Train
4193,0.9359299999999999,2.212387926734278,Train
1540,1.86245,1.741668925659494,Train
3011,3.3883400000000004,4.433668485881573,Train
1474,2.43376,2.6150226009414292,Train
1569,1.58018,2.61016729683309,Train
888,2.3723400000000003,2.8040997411257806,Train
2134,3.72824,3.331910939552621,Train
4866,1.71632,5.042271437906968,Train
4975,2.3743,1.635674852433723,Train
4654,2.4821400000000002,3.0104864081577647,Train
4636,5.54528,5.109834863311598,Train
1742,0.8485299999999999,0.9589560270127593,Train
3256,3.37388,3.0571416829594664,Train
4526,3.72459,3.3536559870710265,Train
3442,5.65917,4.427577605699753,Train
581,7.70205,4.525035217652005,Train
3696,5.439830000000001,6.647371421198841,Train
2378,5.61597,5.498248780836468,Train
2959,5.86825,4.156955337348009,Train
4840,3.9506,4.455400290494233,Train
2453,5.62328,4.803133540564624,Train
2938,2.81148,2.664791988060255,Train
1525,1.78292,1.723970659933828,Train
4722,3.36898,2.690293448473671,Train
2534,5.67352,5.561507343682925,Train
3941,1.96387,3.3615290768130377,Train
3050,5.8678,5.373346563760984,Train
2753,4.05944,3.565848544068132,Train
3810,4.34896,4.2548268906609215,Train
4336,1.65137,2.9662646855409442,Train
2103,7.68881,5.567490438998189,Train
2719,3.27451,2.8960749192435093,Train
980,3.19326,2.213785311090399,Train
3602,3.5440300000000002,4.538798778747712,Train
2071,4.95897,3.5028670586132726,Train
1564,5.87498,3.799716080546004,Train
3736,6.977069999999999,5.376840232976377,Train
3960,3.63096,3.3892096630591206,Train
1853,4.14836,4.084199091416692,Train
3063,4.567069999999999,2.741703793128766,Train
4936,5.07116,5.596310419754663,Train
4364,5.36918,5.6691880652041275,Train
4437,3.23712,5.366457910963401,Train
1177,6.38126,4.049584876577866,Train
3323,4.77062,3.897604823441715,Train
230,0.5755600000000001,3.9085396553734957,Train
3135,9.26055,5.171443774212668,Train
283,1.90972,2.4693909640174447,Train
3081,2.00256,2.1671063321505626,Train
3229,9.46293,7.669520091861736,Train
1328,2.4870799999999997,3.5943580153563577,Train
2033,4.52991,4.603713175630908,Train
4059,4.47139,5.551431759429073,Train
3629,5.03356,3.5348716149573054,Train
1259,4.97626,4.673597466066772,Train
3698,1.39327,3.037027481892237,Train
4613,8.27003,7.073592341550651,Train
1031,3.79409,2.4764088853966952,Train
2500,3.38055,3.5768036056264934,Train
4822,4.36001,3.1764053761736792,Train
4048,3.32714,2.624468262029183,Train
88,3.8863800000000004,3.2706842440817674,Train
2164,3.36231,5.241807470867221,Train
2329,5.4676,3.6686302610088037,Train
2048,1.56352,1.474971002763385,Train
1738,4.02644,4.053036424253081,Train
4298,1.7386099999999998,2.274206551447523,Train
648,2.5112,2.977350567486056,Train
2323,4.512490000000001,4.078763319472834,Train
3873,5.637519999999999,5.710969053616551,Train
995,4.48464,3.9989732391379076,Train
3770,1.85132,2.5888195916053713,Train
4215,1.61449,3.6788066873061958,Train
4994,2.92084,2.9823591736891455,Train
1118,7.067769999999999,4.298821156554211,Train
2104,3.26642,4.889471322930447,Train
2678,4.45696,3.4311885562663815,Train
2243,4.713830000000001,3.9040529719170807,Train
4415,3.8822400000000004,3.4308880050333745,Train
667,2.37499,3.1871066600567297,Train
4861,5.03258,4.230350311093834,Train
3644,2.2473400000000003,2.619063381094249,Train
2359,5.14153,4.4375938219414675,Train
2749,4.5991800000000005,4.163618122196037,Train
1299,4.03135,3.0751267253061316,Train
4217,4.04401,3.2342611919260627,Train
4960,4.6972,4.088359545421639,Train
3703,2.52585,3.695507691151062,Train
3171,2.80556,4.060234747851418,Train
900,5.98125,5.066897544119898,Train
4516,2.46113,2.627426797368126,Train
3231,8.45952,9.358557002503682,Train
4501,0.40729,2.264073019409147,Train
3562,1.54275,2.6018211413646393,Train
4923,2.99855,3.349851973032048,Train
3503,2.61626,3.2221866114005926,Train
4522,3.7137300000000004,2.8295366562948545,Train
2399,3.40579,2.9923693997014533,Train
1391,2.34037,5.400072073746378,Train
2131,2.0333900000000003,2.6782731885847455,Train
1104,2.75462,3.9238932380914306,Train
325,4.41866,4.433613377755229,Train
345,6.39091,4.362211482910386,Train
4134,4.877269999999999,3.8954651944126852,Train
1784,5.53294,5.6118071421957225,Train
23,5.04015,3.8391427718678917,Train
1,3.9331699999999996,3.9696210703909287,Train
2907,5.2209,4.556566674163935,Train
3133,5.15001,3.318396598808643,Train
708,4.156680000000001,4.42951701020949,Train
1804,1.9712599999999998,2.5540382783012068,Train
3506,0.9435899999999999,1.9096786983381495,Train
3020,4.0492300000000006,3.189851524647567,Train
555,6.6657399999999996,5.410946281753253,Train
3507,2.94733,4.1036219126859095,Train
3179,5.18755,4.351316613210735,Train
2397,1.8404200000000002,2.370651907032751,Train
4220,3.0289200000000003,5.319654527875685,Train
2412,6.49006,5.008515455481344,Train
4135,7.6731300000000005,5.593785774038958,Train
3580,6.2609,5.740403291295975,Train
4141,3.27576,4.183236515542373,Train
2731,8.39069,6.700743920300741,Train
2760,0.5180600000000001,3.031917064871843,Train
4785,7.71749,8.66741468908403,Train
1270,4.37067,3.8929431582111627,Train
982,6.06942,3.7847898163404983,Train
3753,3.19023,3.5047984669686794,Train
1892,3.93762,3.07534123230138,Train
1563,1.83625,2.9832909224349122,Train
3774,4.6527,3.869796649325241,Train
4236,6.8718699999999995,5.063260558420017,Train
4422,3.2439999999999998,4.3351390985446345,Train
927,3.26836,2.7678177198679816,Train
3373,2.15528,2.67328433810521,Train
4269,2.39984,3.837240194583926,Train
480,1.86999,2.624116534719448,Train
2472,1.52857,2.3560058252446345,Train
3794,3.8007400000000002,3.5428438097996313,Train
803,4.01144,3.021779851601754,Train
2758,4.602530000000001,3.982754678102419,Train
536,3.97856,3.499993549014566,Train
2247,4.33212,3.6943888073770874,Train
3427,3.05546,3.3261857700896065,Train
2230,4.30081,5.03935094042828,Train
4418,2.70928,3.1392199833426044,Train
2962,2.70974,3.069942493385892,Train
3512,2.5569900000000003,2.5949680744761463,Train
3689,1.53452,2.76286429247035,Train
2477,3.37457,3.2159834468570403,Train
2301,0.7529899999999999,4.405133123351714,Train
1662,5.03491,4.732866511343431,Train
3530,4.946940000000001,3.6516883986748296,Train
390,3.6222199999999996,3.616791340310528,Train
4050,2.2175700000000003,2.906607760210601,Train
4371,2.61268,2.9342651339631227,Train
4441,0.66893,1.3593866296825938,Train
1996,0.7653300000000001,2.2479563197701755,Train
2501,3.82655,3.8806728166911326,Train
4434,3.8655,3.9879379831912405,Train
638,5.366969999999999,5.551245131239317,Train
185,4.5589,4.252227819338359,Train
4494,2.32286,3.02347568651343,Train
3634,3.67674,4.210465006352982,Train
680,6.28406,4.16707226015317,Train
1529,3.3089699999999995,3.40578966268581,Train
3502,1.9456799999999999,3.5067150868955452,Train
1736,3.8763300000000003,3.6465857280369205,Train
485,3.50392,4.356077267095418,Train
3913,4.42532,4.551090574992409,Train
1497,7.4740899999999995,6.67436318320504,Train
2175,3.88135,2.6722980531812532,Train
4485,3.8777199999999996,4.084921285648023,Train
4281,1.25479,4.461472170415154,Train
1220,8.224219999999999,4.575045862506762,Train
3983,2.99565,2.5823893637458064,Train
1495,3.85287,4.596954484864693,Train
462,3.26418,3.3671067144519133,Train
3263,5.13631,5.116365932086932,Train
3589,4.97653,4.663554735331958,Train
1961,3.87835,4.175651919953934,Train
2165,1.569,2.2760674037480157,Train
4872,3.9974,3.922931411462864,Train
1338,5.22299,2.966313448919394,Train
2475,3.6736800000000005,3.0971489299239665,Train
4811,7.590380000000001,8.4806030766106,Train
553,2.6187400000000003,3.0679168598775433,Train
3719,2.8170900000000003,2.638915000636346,Train
4202,3.90213,3.64084361509153,Train
3459,1.22445,2.1921346439583376,Train
3156,3.33535,6.117733872264371,Train
1750,1.7071900000000002,3.68843651787629,Train
2518,6.06168,3.3275545861404785,Train
1419,2.2139599999999997,2.3637589417997527,Train
286,5.19986,4.659912244088948,Train
465,2.26579,2.497801876534747,Train
3553,10.46261,6.083956675637968,Train
37,2.66182,4.251826252028985,Train
3118,3.25664,3.0914495985868795,Train
2537,3.30599,3.744017136217582,Train
3438,2.7760599999999998,3.4143954756656765,Train
4844,1.72184,2.8203772803754137,Train
1202,7.9062399999999995,6.670676360788206,Train
3798,6.977710000000001,4.1656354005403005,Train
622,7.0360000000000005,4.686226415975567,Train
4860,7.00974,8.160456457132664,Train
1487,1.95577,2.5917334374764995,Train
1615,3.24051,4.362067328020394,Train
2102,1.6837900000000001,2.166145476408959,Train
1567,1.49019,1.8310396124028865,Train
1675,7.94762,6.508537940576701,Train
2240,2.8708,3.1053866171801183,Train
4224,3.2421900000000003,2.869379724260235,Train
4036,2.7740099999999996,3.9627540959846446,Train
2772,6.25556,3.1371685057486105,Train
4713,4.25345,3.5987259235949125,Train
3325,5.58743,3.8397900571777774,Train
2949,1.7468,1.8032500079896057,Train
408,2.99192,3.6068665511734146,Train
4777,2.61944,2.8232411563555817,Train
4114,4.8926099999999995,3.8168492822975386,Train
1077,8.65997,8.356860011903988,Train
1545,1.0960299999999998,1.85799850239987,Train
3659,2.35307,3.2735158459794205,Train
2708,2.5493,2.68141313803495,Train
2460,3.6817300000000004,4.339909314759886,Train
1881,3.8488599999999997,4.47351739099954,Train
1256,1.59511,3.0485127714030855,Train
429,2.54766,2.446186263855006,Train
4918,3.80071,5.578202310653166,Train
3606,7.9131,7.657485453122875,Train
1803,7.284669999999999,5.294324371711593,Train
1855,3.00477,2.603327879977131,Train
2364,8.8023,6.258951020036368,Train
4252,3.96425,6.718611149061858,Train
1127,3.9241300000000003,5.2520380364004655,Train
3349,2.71476,4.1234649884821835,Train
3709,6.397819999999999,5.249516923143808,Train
2318,3.37375,4.5449852444247885,Train
2815,3.2361299999999997,4.486911102632461,Train
917,1.63028,2.769505755143113,Train
2294,0.89317,2.124798590677465,Train
3043,6.04672,3.779776623121474,Train
3126,4.52343,2.723635432913853,Train
1163,2.23055,2.8880288307856574,Train
4643,2.36459,2.712404881366248,Train
2566,0.86105,1.4074456849857357,Train
3288,2.09387,3.3752372821604153,Train
2826,3.34386,3.1424395870263147,Train
85,5.1136800000000004,5.067397284914538,Train
2154,2.53461,3.0745010476913994,Train
248,3.11712,4.273181625565416,Train
519,10.20857,7.5381867712094,Train
2777,3.4355,2.935863291578618,Train
4104,4.7735,7.4114590355683925,Train
712,3.35238,3.757313763899897,Train
1277,6.58788,5.798804628613584,Train
2810,2.7764900000000003,5.281760791802712,Train
1696,4.55162,3.591619987410055,Train
3654,0.83472,3.2783040792372207,Train
3643,1.43003,2.3135466537878187,Train
809,3.17556,3.7002762204164252,Train
2407,4.06988,3.7095313311510227,Train
3558,2.18,2.9170652257613177,Train
501,3.7842800000000003,5.164403087157718,Train
3267,1.2388299999999999,1.5086015347919466,Train
227,4.84053,5.553242949564962,Train
2150,2.8258799999999997,3.9836434703474053,Train
3371,1.57926,2.5077289663296023,Train
3217,3.0280299999999998,3.8170138805819387,Train
1068,2.21877,1.8444898036589015,Train
3132,4.79409,4.374017161018704,Train
3334,5.33231,4.259679490340777,Train
2265,6.31796,7.282147634389817,Train
620,1.46354,2.6307219633166112,Train
621,3.23338,3.1415598251536148,Train
2300,3.3660300000000003,3.161931214129272,Train
2052,6.22466,6.904253535104817,Train
3324,5.36587,3.9429408140378674,Train
4117,6.804460000000001,5.602093201761283,Train
1358,5.988569999999999,4.083952797056472,Train
3357,1.37951,2.553236987933343,Train
4969,3.823,3.448738779787966,Train
748,3.3328300000000004,4.357513878045382,Train
2232,6.078180000000001,3.930307285090369,Train
2072,3.81986,4.811064374374715,Train
4229,3.91329,3.372075444707306,Train
685,1.9438400000000002,5.212792396495136,Train
190,2.5623400000000003,1.9346510113201203,Train
747,1.7936900000000002,2.6174012674900395,Train
221,5.16146,4.170795814319122,Train
2809,4.74897,3.734903449833049,Train
203,5.62999,3.6944353332692317,Train
1009,2.59085,3.1821593554239604,Train
36,2.44599,2.753385480970739,Train
1879,2.98759,4.455108930778041,Train
4894,3.1309099999999996,2.6847568062147835,Train
4334,2.2086900000000003,1.994401283383764,Train
3608,3.3159300000000003,3.524925092948408,Train
4382,5.01147,4.730902583836299,Train
2036,4.79833,4.887867568007046,Train
1271,3.14857,3.6034065715980477,Train
1021,8.49646,5.679847929536792,Train
1680,5.63376,3.954597437885423,Train
4165,5.71811,5.267652483700112,Train
1760,2.3754299999999997,3.708417903608326,Train
1232,4.26221,4.4838597975736265,Train
1593,1.0991,4.0844257665426795,Train
4831,0.95336,4.019044033679803,Train
3152,3.7273,3.5756274356513615,Train
576,4.22229,3.2931882971069975,Train
836,2.51938,3.197367873240556,Train
4405,4.44811,4.66034725546762,Train
1708,7.222289999999999,5.452691833104337,Train
4560,3.74088,3.5310188549892336,Train
569,2.8610599999999997,3.0562836813440724,Train
4637,0.6674100000000001,2.0863352067430134,Train
4900,2.37935,3.0469612748318515,Train
1654,1.86015,1.7275309418343425,Train
182,2.09386,2.3699631207033627,Train
382,3.3989,2.4443135229212594,Train
2125,8.72667,6.865636337474219,Train
4391,2.57996,4.55814824012434,Train
2171,3.90561,3.8764318837241247,Train
3416,3.6057300000000003,3.266563998959528,Train
1922,3.25161,3.118168551859615,Train
706,2.25961,2.1320711739297136,Train
2345,2.8010200000000003,3.346228751181965,Train
2379,2.8700900000000003,2.4528153613215937,Train
2088,0.5918,1.540620075394654,Train
206,1.4274799999999999,2.5155283374865904,Train
4583,2.0669,2.5225461102186237,Train
384,2.38651,2.637082302223997,Train
1580,5.4820400000000005,4.732634275504115,Train
4879,2.95224,3.7232747068954133,Train
3637,2.15918,4.749351250419694,Train
4145,2.48055,3.840960224173773,Train
2948,3.1052,3.6230901816584837,Train
457,2.45503,2.856564604499974,Train
4077,4.50345,4.146368476675017,Train
3196,5.82503,3.573972466344558,Train
3001,3.68937,4.146356758670438,Train
2332,4.43504,4.077457042840856,Train
4614,1.22003,1.5124236815560044,Train
4270,6.20846,3.838810327231414,Train
929,0.8183600000000001,1.2954317346492596,Train
4001,7.511710000000001,6.788958517133239,Train
663,2.07619,2.2112913572988306,Train
4028,1.31739,2.185527701523989,Train
4826,2.0495900000000002,2.3049046695999267,Train
2382,1.69987,3.6596331064455008,Train
3592,2.93384,4.0877762104824775,Train
2231,2.6669099999999997,3.7604897872763674,Train
3660,5.20142,3.7931595982727035,Train
3521,2.9057,2.664440795518016,Train
768,1.72347,3.3401868273402906,Train
4658,1.24671,2.5887473513751567,Train
2814,1.2198,2.496467629463921,Train
4230,2.90101,3.5746247574910686,Train
2100,3.34171,5.278631387126946,Train
1411,3.45866,2.5746830715852504,Train
3410,2.08092,1.7327431011412833,Train
1632,2.1640599999999997,2.560579373694125,Train
3566,3.8238300000000005,4.465480675535959,Train
1850,1.21018,3.0918393216368703,Train
2899,0.8668899999999999,2.365253324337421,Train
4761,7.97766,8.056298016917284,Train
2565,1.9919200000000001,4.256466592276077,Train
3303,5.56651,4.090020265106155,Train
3145,3.28709,3.53149628567106,Train
4519,2.23548,2.091069581035992,Train
841,3.12195,3.725806807385386,Train
2089,3.9457699999999996,3.6674208948651574,Train
1852,2.0381,2.8250764744244172,Train
3635,0.82895,2.0893547098427923,Train
4123,2.68899,4.155618086361772,Train
3869,6.01695,5.377694249855793,Train
4315,3.37505,3.3814140614019887,Train
3822,1.4201,2.9399401427251033,Train
3428,0.46668000000000004,2.9169615300514287,Train
4355,3.2298400000000003,3.4618766728123895,Train
857,9.77585,8.048410599396272,Train
4183,8.558019999999999,7.525017253533988,Train
2447,3.6209300000000004,4.121051502691267,Train
1303,3.41394,5.497859489865113,Train
925,2.89479,2.6268918143300746,Train
4245,4.58403,3.829620026588126,Train
4041,3.57564,4.444080307329569,Train
2060,5.96549,5.909055770667177,Train
1515,6.789219999999999,5.035788992445562,Train
2200,2.45871,2.0537955103755525,Train
1422,11.968069999999999,7.27572548592709,Train
3244,2.44889,6.279777527120553,Train
2619,3.20506,2.3550992844510663,Train
2709,3.82534,3.769440128686967,Train
2601,6.41079,5.800201750196902,Train
2770,1.26668,3.500460053421042,Train
1997,5.3978,3.8618653801752463,Train
3309,0.9962700000000001,3.406807679535723,Train
3910,3.4801900000000003,3.1931776817918283,Train
3707,3.84585,3.518438838552209,Train
1273,5.40678,2.9738619920168614,Train
1288,3.25366,3.4201854323456797,Train
3845,2.66905,3.3536559870710265,Train
5003,1.37202,3.2752460588382197,Train
3671,0.88066,1.5584417460739766,Train
3972,5.00221,4.4399488594452725,Train
3597,1.44664,3.7176729072231485,Train
3034,7.80805,8.052288622145854,Train
3253,5.89079,4.436431161072197,Train
4540,7.34673,6.226936899196045,Train
687,4.07381,4.692863541467521,Train
2726,4.55105,4.312521508500478,Train
5020,4.46424,4.388304065681151,Train
3157,2.38105,3.747654409100805,Train
4463,6.2224699999999995,6.710982388191281,Train
2717,0.36130999999999996,0.9309081588969904,Train
2608,5.00791,3.5832917037240075,Train
1533,2.2949,2.772754741958944,Train
527,2.54522,3.690795362593124,Train
3320,2.53907,4.32179355574919,Train
1230,3.14902,3.1623714921086457,Train
3006,4.475630000000001,3.7361556308144515,Train
4789,3.23473,4.541348837271872,Train
3731,4.20285,3.0256022262712383,Train
2782,2.72871,4.4871173022930995,Train
794,3.8762800000000004,3.4037397857917457,Train
3460,1.5959999999999999,1.7516915645515523,Train
2776,1.76679,1.9868426090342177,Train
1939,3.52368,3.98708870754311,Train
3935,4.87878,5.395828807491684,Train
2720,6.17277,7.336716624712822,Train
3008,2.25236,2.319499468798858,Train
2278,5.078069999999999,3.512508018946176,Train
3210,1.1295600000000001,3.1498686695927525,Train
3274,2.63672,3.386506929801612,Train
2794,3.8820099999999997,6.424283166894874,Train
853,6.260619999999999,5.216649844849709,Train
787,1.5356100000000001,3.0542899094653233,Train
4003,8.16649,6.13794366416165,Train
4408,5.072,5.969345252539626,Train
3183,1.51547,2.101807892994033,Train
2618,2.55386,3.1762505055955015,Train
1752,3.2023099999999998,3.557943732572264,Train
2350,7.21718,5.74790415239695,Train
1324,4.7173,4.252753318645234,Train
546,3.11567,2.9599620401464066,Train
615,4.19165,2.65454233851208,Train
369,0.66683,3.855791676591124,Train
4578,2.8662900000000002,3.257248242933399,Train
4843,8.02719,4.666128991501922,Train
1073,4.53805,4.78730421275987,Train
1658,2.21887,2.1583882406013406,Train
1357,3.48894,3.5700641959651116,Train
1960,1.77573,4.594632402197724,Train
3921,3.07571,3.5463512071592618,Train
1441,2.99701,3.150612865779296,Train
2204,1.9554,2.794694802748566,Train
1390,1.86234,2.811250330947234,Train
4225,10.95875,6.750853550818372,Train
467,1.9898099999999999,2.39986685056521,Train
4471,2.6672599999999997,2.6298594398272725,Train
276,3.5770199999999996,2.1694360820626795,Train
1046,1.8762400000000001,3.074893544088312,Train
4559,2.8890599999999997,3.507328400322204,Train
4661,3.8313800000000002,3.7328771490216064,Train
2866,3.9874300000000003,3.633958745145304,Train
3227,4.91919,5.764847584785474,Train
1900,1.24736,2.746844484894319,Train
1514,8.22311,8.216263000241439,Train
1170,8.845139999999999,6.617973860200567,Train
4304,3.7748699999999995,4.700976112386814,Train
1359,1.24204,2.7189550542737293,Train
4908,5.07456,5.697853494222317,Train
1620,5.15782,6.539823518075764,Train
3343,2.89459,2.5033859302917265,Train
1669,2.28213,2.092663581905881,Train
1280,2.66741,3.2189432042356465,Train
4428,2.76666,3.0565476931231577,Train
4584,1.7963200000000001,2.348559604831485,Train
1839,5.98567,5.031254227432633,Train
1047,1.38181,2.33757439858853,Train
1787,4.4455,3.759269908727114,Train
4303,2.67424,2.1575375767928424,Train
3809,1.13989,2.324612743650825,Train
3691,3.34029,2.1782836142807285,Train
2539,3.0307,3.5385220877787975,Train
3823,2.3848599999999998,3.120502973371238,Train
3668,6.065180000000001,5.333556120472485,Train
2290,3.29123,4.5454793927110435,Train
2585,6.27128,4.548667935233469,Train
53,2.78553,3.6588103234325904,Train
516,2.14069,2.2716779827015765,Train
2693,6.86152,4.362067244478606,Train
1791,4.24296,3.5268947062910296,Train
3286,3.94115,4.380375542006015,Train
985,1.66347,2.2110743751864774,Train
3464,3.8243300000000002,3.5859885149531414,Train
3131,4.38961,4.6038194772616325,Train
1370,2.4954400000000003,3.1007008868120876,Train
2939,1.79408,2.1864914020418214,Train
482,4.99224,4.239038600694236,Train
4897,1.7695,2.7495037421336934,Train
3603,1.23924,2.2689849254336467,Train
4164,1.44781,2.9357257777778045,Train
1625,3.12878,4.269194679395034,Train
4619,4.62116,3.858905845910359,Train
3628,1.91205,1.7434664779404492,Train
4409,3.46388,2.5887060654337506,Train
1697,2.73197,2.58808379123985,Train
1698,3.4702599999999997,2.7559666619121064,Train
692,1.39269,2.92131628210491,Train
2600,2.5310799999999998,3.26671134688705,Train
289,2.6475299999999997,1.7569157204856742,Train
2579,2.35482,3.8730406776579946,Train
1763,3.46149,3.510713437780811,Train
2347,4.01449,3.196362826852488,Train
2505,1.05712,2.6535325125467897,Train
3065,2.40536,2.7430930033255256,Train
2854,1.27796,2.914557583615414,Train
3554,2.10787,3.908734533179094,Train
4024,2.1570400000000003,3.5630102550189933,Train
295,4.237830000000001,3.040750753805711,Train
61,7.24892,7.261907038890968,Train
3705,11.6837,7.637499049089387,Train
3987,3.3711900000000004,4.655679648381753,Train
3764,4.26169,3.9493768845064983,Train
4965,1.78292,3.1876055646135284,Train
3614,9.14439,9.176693426911577,Train
2196,8.15901,6.825276035891834,Train
4037,4.28448,3.284310159961907,Train
2743,4.69022,4.127287014409658,Train
1643,4.0968599999999995,3.4653977187895753,Train
4649,3.8924,3.449304010611687,Train
3522,3.10187,4.706536189832015,Train
2682,6.54585,5.020606788715911,Train
3342,2.9593700000000003,3.8329718441480796,Train
3682,4.03969,3.5124688475510593,Train
2830,4.9724699999999995,3.4896008508940755,Train
2926,3.0460599999999998,3.151126740069093,Train
589,3.06941,2.7427993505836286,Train
3759,3.7383,2.9597436098621084,Train
1464,3.0213099999999997,2.729831902148831,Train
590,1.20141,3.441978982711827,Train
4633,5.770230000000001,4.176533524840783,Train
1144,2.0463,3.3902966403059955,Train
3304,1.30459,2.878475716299126,Train
2604,3.9874400000000003,5.416176557263773,Train
4857,2.45741,4.673126749926959,Train
2666,2.77047,3.0483138047634077,Train
3675,3.3538099999999997,2.578219881269423,Train
2066,1.63291,3.6321684373990855,Train
4033,3.35848,4.213729616349245,Train
3881,12.00853,6.363617586407618,Train
2436,4.36103,3.304342416392891,Train
2915,2.30976,2.9380744162336034,Train
607,1.9788299999999999,3.566011464276107,Train
296,2.24388,3.8372856258404178,Train
587,2.7675,3.891018460673583,Train
3433,1.59725,3.623123200743703,Train
566,4.44042,3.9258372263733503,Train
1721,4.89604,4.187554373957584,Train
2339,3.3530900000000003,3.3496826381640408,Train
2602,1.42998,2.6785177559781337,Train
2835,4.29234,4.0240041268076965,Train
3915,6.35214,3.9575831749157104,Train
934,4.281680000000001,3.4161918082281315,Train
2966,1.2512,2.4578528965874864,Train
4978,3.51931,2.950076583259591,Train
4546,3.5366199999999997,4.42940253924554,Train
3556,4.07444,4.856777187493539,Train
196,1.80162,2.9849688857923202,Train
2406,6.7083699999999995,5.39729040097001,Train
133,2.65571,2.771111298616703,Train
4082,6.252999999999999,4.758456650509791,Train
3150,2.2360599999999997,3.013265807252072,Train
321,1.75542,4.116011532238314,Train
118,1.3796899999999999,2.6309975520045934,Train
261,1.45018,1.175980870899781,Train
598,3.8880800000000004,4.221749498150211,Train
3693,2.91319,2.651002446139293,Train
905,4.33683,3.493637504956675,Train
4275,0.9145200000000001,1.6734901705000438,Train
3484,1.68223,3.1354350041060135,Train
2369,1.56574,2.0002781033791748,Train
3439,5.96411,4.486148579151346,Train
1705,1.27578,1.4986191439834742,Train
1056,3.2379700000000002,2.871546282506745,Train
2961,4.67033,3.6655370004936114,Train
322,4.91615,2.9558582982379176,Train
1870,4.7681,3.2561635191093234,Train
4539,4.08879,4.771035684835431,Train
149,4.8680699999999995,3.6314356739028657,Train
4551,3.11306,2.892029018620288,Train
3887,2.49174,2.552407348573201,Train
579,3.5944199999999995,3.1672995900133123,Train
421,4.72583,3.986528379468423,Train
2788,2.44902,4.615960834074469,Train
4042,2.8584400000000003,3.175169070939264,Train
4240,2.9311700000000003,3.431115156370422,Train
4138,3.3679300000000003,3.8563963056197252,Train
3982,0.98215,3.0310043253690906,Train
2076,3.5120400000000003,3.0739321202056713,Train
1190,8.009310000000001,7.386405575495908,Train
1266,2.98247,2.2644532427084916,Train
3350,2.67143,3.391651191166642,Train
3899,4.95474,3.9235869570006794,Train
3500,5.54624,4.471598926463246,Train
4895,4.26149,4.326079194218949,Train
226,6.718839999999999,5.048631590562607,Train
1755,4.30552,3.428895834085534,Train
17,5.89962,3.7326175095182306,Train
2740,2.7356,2.940555820653741,Train
1916,4.1531,3.4743912700889994,Train
1946,1.42961,2.4906434516657114,Train
